class,text
Pos-earn,2 ZAYRE CORP 4TH QTR SHR 73 CTS VS 60 CTS Blah blah blah 3  
Pos-earn,2 ltSIGNTECH INC NINE MTHS JAN 31 NET     MISSISSAUGA  Ontario  March 5 -     Shr 55 cts vs 24 cts     Net 19 mln vs 800 000     Revs 176 mln vs 128 mln  Reuter 3
Pos-earn,2 CONCHEMCO INC ltCKC SETS QUARTERLY     WICHITA  Kan  March 5 -     Qtly div 10 cts vs 10 cts prior     Pay April Six     Record March 16  Reuter 3
Pos-earn,2 BROWN GROUP INC 4TH QTR SHR 77 CTS VS 76 CTS Blah blah blah 3  
Neg-,2 DUKE POWER ltDUK SELLS 10-YEAR MORTGAGE BONDS     NEW YORK  March 5 - Duke Power Co is raising 100 mln dlrs through an offering of first and refunding mortgage bonds due 1997 yielding 7663 pct  said lead manager Morgan Stanley     Morgan led a syndicate that won the bonds at competitive bidding It bid them at 98403 and set a 7-12 pct coupon and reoffering price of 98875 to yield 55 basis points more than comparable Treasury paper     Non-refundable for five years  the issue is rated Aa-2 by Moodys and AA-minus by S and P On June 12  1986  the utility sold 125 mln dlrs of same-rated nine-year securities priced to yield 854 pct  or 58 basis points over Treasuries  Reuter 3
Pos-earn,2 WINLAND ELECTRONICS INC 4TH QTR LOSS     MANKATO  MINN  March 5 -     Shr loss one ct vs profit 15 cts     Net loss 10 863 vs profit 176 344     Revs 672 073 vs 766 066     Year     Shr loss seven cts vs loss one ct     Net loss 77 804 vs loss 16 627     Revs 1 717 810 vs 1 317 402  Reuter 3
Neg-,2 GREAT AMERICAN ISSUES 15 BILLION YEN EUROBOND     LONDON  March 5 - Great American First Savings Bank is issuing a 15 billion yen eurobond due April 2  1992 paying five pct and priced at 101-34 pct  lead manager Nikko Securities Co Europe Ltd said     The issue is collateralised for 140 to 150 pct by US Government and federal securities and cash  to aim for a AAA listing  a Nikko official said     The issue is available in denominations of 20 and five mln yen and will be listed in Luxembourg The payment date is April 2   1987 The selling concession is 1-14 pct while management and underwriting combined pays 58 pct  REUTER 3
Pos-earn,2 NATIONAL CONVENIENCE ltNCS TO HAVE 3RD QTR LOSS     HOUSTON  March 5 - National Convenience Stores Inc said it expects to report a loss for the third quarter ending March 31 due to continued poor sales in Texas  especially in Houston     In last years third quarter  National Convenience earned 1 788 000 dlrs or eight cts per share  including a gain of 2 883 000 dlrs from the sale of 186 stores to another operator  It said the results also included earnings from gasoline operations of 2 500 000 dlrs or 11 cts per share caused by unusually high gross margins on gasoline sales of 127 cts per gallon that were caused by rapidly falling oil prices     National Convenience said its third quarter is usually weak due to winter weather  Reuter 3
Pos-earn,2 CHRYSLER SETS THREE-FOR-TWO STOCK SPLIT  RAISES DIVIDEND Blah blah blah 3  
Pos-earn,2 BROWN GROUP INC ltBG 4TH QTR JAN 31 NET     ST LOUIS  March 5 -     Shr 77 cts vs 76 cts     Net 13 843 000 vs 14 478 000     Sales 3746 mln vs 3683 mln     Avg shrs 18 003 000 vs 19 025 000     Year     Shr 216 dlrs vs 265 dlrs     Net 39 503 000 vs 51 573 000     Revs 141 billion vs 141 billion     Avg shrs 18 269 000 vs 19 497 000     NOTE 1986 period ended February One     Company changed fiscal yearend to January 31 from October 31 1986 results were restated to reflect the change  Reuter 3
Neg-,2 ZAMBIAN LATE 1986 COPPER OUTPUT UP  SALES DOWN     LUSAKA  March 5 - Zambian copper production rose 32 pct to 113 275 tonnes in fourth quarter 1986 from 109 767 in the same 1985 period but sales fell 187 pct to 119 967 tonnes from 147 537  Zambia Consolidated Copper Mines  ZCCM  said     A spokesman for the government-controlled mining company said the countrys cobalt production fell 24 pct to 879 tonnes over the same period  while cobalt sales rose 92 pct to 1 734 tonnes He did not give figures for the fourth quarter of 1985     Lead production fell 229 pct to 1 670 tonnes from 2 165 and zinc production dropped 14 pct to 4 830 tonnes  he added     ZCCM  which monopolises copper mining in Zambia and accounts for about 90 pct of the countrys foreign exchange earnings  made a net loss of 718 mln kwacha in 1986 compared with a net profit of 19 mln kwacha the previous year     The 1986 losses were after taking into account net interest payments of 426 mln kwacha  an exchange loss of 412 mln kwacha and taxes of 235 mln kwacha  Reuter 3
Pos-earn,2 ZAYRE CORP ltZY 4TH QTR JAN 31 NET     FRAMINGHAM  Mass  March 5 -     Shr 73 cts vs 60 cts     Net 43 792 000 vs 36 480 000     Rev 178 billion vs 134 billion     Year     Shr 149 dlrs vs 161 dlrs     Net 88 974 000 vs 94 647 000     Rev 535 billion vs 404 billion     NOTE 4th qtr net includes pre-tax gain of 97 mln dlrs from sale of real estate and real estate development company     Fiscal 1986 net includes extraordinary charge of 35 mln dlrs  or six cts a share All per share data reflects a two-for-one stock split paid June 25  1986  Reuter 3
Neg-,2 DUTCH GROWTH LIKELY TO SLOW  JOBLESS RISE IN 1987     By Raymond Gijsen  Reuters     AMSTERDAM  March 5 - Leaks of a major Dutch official economic forecast due to be published on Monday indicate reduced economic growth and a renewed rise in unemployment this year  political and market sources say     Concern over an anticipated fall in Dutch competitiveness this year against a background of an average 2-12 pct wage increase  zero inflation and a firm guilder has triggered some calls for a change in monetary policy to help boost growth     But whatever the governments response  the central bank will stick to its policy of keeping the guilder firm  they say     The official forecasting agency Centraal Planbureau CPB publishes its 1987 outlook at the start of a week which will also see a key parliamentary debate on government finances and the economy     Merchant bank Pierson  Heldring en Pierson - in an estimate reflecting general sentiment - said last month that Dutch economic growth was now seen around one pct     Domestic consumer spending is not expected to offset the decline in export growth caused by slowing growth in West Germany  the main Dutch trading partner  and the lower dollar  Pierson said in its February economic outlook     The latest growth forecasts are well below a 15 to two pct growth figure seen by the CPB early last month and forecasts of 25 pct economic growth in 1987 made last September     The fall in unemployment is bottoming out and the government has already admitted it will not meet its goal of reducing unemployment by an annual 50 000 from 1986 to 1990     Some analysts and industry leaders have questioned central bank policy of pegging the guilder firmly to the mark and if necessary keeping interest rates up to support the guilder     Employers federation NCW chairman Fred Lempers criticised the guilders revaluation in line with the West German mark in last Januarys European Monetary System EMS realignment and expressed concern over its effect on competitiveness     But the employers federation VNO noted the Dutch economy had become more competitive since 1980 and the fall of the dollar was affecting this gain more than the EMS realignment     Some analysts also question the central banks decision not to copy the latest Bundesbank discount rate cut and instead lower money market rates and abolish a credit quota surcharge     Central bank president Wim Duisenberg has defended the move saying the bank had adjusted the rates with the most impact on the money market  noting the 45 pct discount rate is at the moment not the most important Dutch rate because it is already far below the market rates     Central bank officials say the heavy dependence on trade of the Dutch economy requires a stable exchange rate  and interest rate policies serve that goal     Analysts noted a large capital outflow from the Netherlands recently as foreign investments in Dutch stock are being sold to take profits     Loosening the tie between the guilder and the mark would reduce international confidence in the guilder and make it more dificult to attract foreign capital  they said  noting Dutch interest rates rose sharply when the guilder was not revalued completely in line with the mark in a 1983 EMS realignment     Many Dutch banks have reacted favourably to the decision not to copy the last German discount rate cut  but Pierson warned it could actually add to uncertainty over the guilder     Some analysts noted friction between the Finance Ministry and the central bank  with Finance Minister Onno Ruding having said before the Bundesbank discount rate cut he favoured lower Dutch rates but that the Germans should move first     One analyst said Ruding wanted to bring interest rates down to reduce the government debt burden     A Finance Ministry spokesman said lower interest rates were needed but denied any suggestion of conflicting views between the ministry and the central bank The cabinets policy is steady  the guilder has to stay with the mark  he said  REUTER 3
